iter	Logloss
457	0.3411558381
458	0.3409377395
459	0.3407574348
460	0.3406001172
461	0.3405156343
462	0.3402995851
463	0.3401537877
464	0.3399864815
465	0.3397605989
466	0.3394869344
467	0.3393593155
468	0.3392698176
469	0.3391010832
470	0.3389518801
471	0.3387439226
472	0.3384695235
473	0.3383113832
474	0.338209808
475	0.3379045668
476	0.3377686229
477	0.3376504137
478	0.3374384959
479	0.337074733
480	0.3369629837
481	0.3367711662
482	0.3365625548
483	0.3364925027
484	0.3363665912
485	0.3362535471
486	0.3358588887
487	0.3355843735
488	0.3353763083
489	0.3353163695
490	0.3351883452
491	0.3350322495
492	0.3348649583
493	0.3347704199
494	0.3345807878
495	0.3344314467
496	0.3343193292
497	0.3341760803
498	0.3499	0.3342499	0.500	0.33406500	0.333572717
501	0.3333813599
502	0.3503	0.3336503	0.333113891
504	0.33505	0.333505	0.33506	0.333506	0.33507	0.333152619
508	0.3330508	0.3509	0.3329183961
510	0.3326372877
511	0.3325334329
512	0.3323878875
513	0.332160392
514	0.3320334067
515	0.3319219561
516	0.3317688659
517	0.3316590068
518	0.3315892041
519	0.331429678
520	0.3312720789
521	0.3311626698
522	0.3310314733
523	0.3308676232
524	0.3307802663
525	0.3306863058
526	0.3305977855
527	0.3305172506
528	0.3304032539
529	0.3303492867
530	0.3302378346
531	0.3301057597
532	0.3298920015
533	0.3296973325
534	0.3292050253
535	0.3291466306
536	0.3289881422
537	0.3287625669
538	0.3286306987
539	0.3284964288
540	0.3284061284
541	0.3279580237
542	0.3278611334
543	0.327720338
544	0.3276214609
545	0.3274742869
546	0.3273698161
547	0.3271991964
548	0.327124967
549	0.3270714865
550	0.3269404719
551	0.3268425457
552	0.3267176345
553	0.3266588758
554	0.3265161965
555	0.3263874026
556	0.3262287517
557	0.3260359826
558	0.3258788912
559	0.3257561576
560	0.3256637436
561	0.3255406466
562	0.325388495
563	0.3253121812
564	0.3252306341
565	0.3251698955
566	0.3250039094
567	0.3249165483
568	0.3247829683
569	0.3246284184
570	0.3245709487
571	0.3244488721
572	0.3243632205
573	0.3242538975
574	0.3242062492
575	0.3240917551
576	0.3239156198
577	0.3238112415
578	0.3237125364
579	0.323484881
580	0.3233220403
581	0.3229484787
582	0.3226024542
583	0.3224957979
584	0.3224318932
585	0.322350769
586	0.3221999397
587	0.3220858125
588	0.3220020718
589	0.321873892
590	0.3217886106
591	0.3216785868
592	0.3215567041
593	0.3214276406
594	0.3213325579
595	0.3212213146
596	0.3210339405
597	0.3209109585
598	0.3207995974
599	0.320718381
600	0.3205681268
601	0.3202635634
602	0.3201738083
603	0.3199754082
604	0.3198874442
605	0.3196120672
606	0.3194985613
607	0.3193338283
608	0.3192286566
609	0.3191276829
610	0.3189937319
611	0.3188860733
612	0.3188113198
613	0.3186730795
614	0.318597809
615	0.3183427143
616	0.3182548247
617	0.3181120617
618	0.3180050738
619	0.3178905687
620	0.3177730118
621	0.3176288078
622	0.3175413286
623	0.317404255
624	0.3173060486
625	0.3171785148
626	0.3170629268
627	0.3169739305
628	0.31688059
629	0.3168281116
630	0.3166953906
631	0.3165537612
632	0.3163606319
633	0.3162729725
634	0.3161305204
635	0.3159711485
636	0.3158919802
637	0.3157281467
638	0.3155950598
639	0.3155402768
640	0.3153902309
641	0.3152873358
642	0.3151421724
643	0.3150404596
644	0.3149588179
645	0.3148994633
646	0.314756906
647	0.3146512368
648	0.3145645035
649	0.3144914798
650	0.3142824395
651	0.3142358379
652	0.3141855662
653	0.3140884841
654	0.3140216899
655	0.3139162927
656	0.3138214918
657	0.3137321485
658	0.3136317891
659	0.3135509329
660	0.3134526962
661	0.3132404475
662	0.3131644531
663	0.312994429
664	0.3128820985
665	0.312762988
666	0.3126757004
667	0.3125877567
668	0.3123505797
669	0.3123028083
670	0.3121745358
671	0.3121323135
672	0.3120466601
673	0.3118398347
674	0.3117124668
675	0.3116441789
676	0.3114756579
677	0.3113580701
678	0.3112927657
679	0.3111877908
680	0.3110740216
681	0.3109856855
682	0.3108815022
683	0.3108072458
684	0.3107095061
685	0.3106229973
686	0.3104942352
687	0.3104295767
688	0.3103165291
689	0.3102497704
690	0.310182358
691	0.3100970292
692	0.3100215638
693	0.3099179658
694	0.3098202136
695	0.3096989431
696	0.3096295224
697	0.309544045
698	0.3094861939
699	0.3094149182
700	0.3093284753
701	0.3092401228
702	0.3091403908
703	0.3089176501
704	0.3088703675
705	0.3087854489
706	0.3086859903
707	0.3084950599
708	0.3084153352
709	0.3083193523
710	0.3081791475
711	0.3080909945
712	0.3080447404
713	0.3079537299
714	0.3078590351
715	0.3078040273
716	0.3077089317
717	0.3076356757
718	0.3075231124
719	0.3074539213
720	0.3072892046
721	0.3071879537
722	0.3071384091
723	0.3070534946
724	0.3069397254
725	0.3068482566
726	0.3068038473
727	0.3067174791
728	0.3066375836
729	0.3065430413
730	0.3064798516
731	0.3064226715
732	0.3062720856
733	0.3061826495
734	0.3060916161
735	0.3059578406
736	0.3058539599
737	0.3057764686
738	0.3057575201
739	0.3056940841
740	0.3056523115
741	0.3055576547
742	0.3055069666
743	0.305431957
744	0.3053881378
745	0.3052112713
746	0.3051013383
747	0.3050253486
748	0.3049855182
749	0.3049183922
750	0.3047740576
751	0.3046780877
752	0.3045686299
753	0.30447059
754	0.304416356
755	0.3043587762
756	0.3043115037
757	0.3042328083
758	0.3041461583
759	0.3040663882
760	0.3039975411
761	0.3039497783
762	0.3038984322
763	0.3038118548
764	0.3037292258
765	0.3036893369
766	0.3034891534
767	0.3033979302
768	0.3032252945
769	0.3031418639
770	0.3031022188
771	0.3029957406
772	0.3029078567
773	0.3028151852
774	0.3027468342
775	0.3025730473
776	0.302471616
777	0.3023742386
778	0.3022756974
779	0.3021896122
780	0.3021242232
781	0.3019852015
782	0.3019381531
783	0.3018552855
784	0.3018000106
785	0.3016726078
786	0.3015834339
787	0.3015044295
788	0.3014580243
789	0.3013367599
790	0.3012504951
791	0.3011788639
792	0.3010771007
793	0.3009954191
794	0.3008682899
795	0.3008466909
796	0.3007305103
797	0.3006407014
798	0.3005548027
799	0.3005150386
800	0.3004582837
801	0.3003711539
802	0.3002424123
803	0.3001402106
804	0.300041562
805	0.2999785684
806	0.2998515541
807	0.2997952188
808	0.2997286196
809	0.2996625536
810	0.2995151721
811	0.2994431693
812	0.2993532729
813	0.2992438632
814	0.2991608612
815	0.299100104
816	0.2989947608
817	0.298924097
818	0.2988362813
819	0.2987715018
820	0.2986860696
821	0.2986053575
822	0.2985696171
823	0.2985354098
824	0.2984761104
825	0.2983983013
826	0.29834579
827	0.2982520783
828	0.2982358171
829	0.2981169729
830	0.2980061046
831	0.2979441626
832	0.2979186601
833	0.2978381194
834	0.2976813325
835	0.2976089864
836	0.2975338465
837	0.2974198469
838	0.2973179503
839	0.2972509211
840	0.2971554965
841	0.2968775652
842	0.2966922422
843	0.2966049319
844	0.2964785478
845	0.2963843214
846	0.2962621293
847	0.2961509019
848	0.296115378
849	0.2960601522
850	0.2959841997
851	0.2959118298
852	0.2957998145
853	0.2957470591
854	0.2956610823
855	0.2955401241
856	0.2954825668
857	0.2953948451
858	0.2952859046
859	0.2952183954
860	0.2951507638
861	0.2950807451
862	0.2950044426
863	0.294938025
864	0.2948576847
865	0.2946988032
866	0.294633874
867	0.2943781241
868	0.2942986835
869	0.2942311335
870	0.2941776154
871	0.2941213212
872	0.2940846952
873	0.294009246
874	0.2939692553
875	0.2937710007
876	0.2936885692
877	0.2935131355
878	0.29342874
879	0.2933125404
880	0.2932395004
881	0.2932048367
882	0.2931328223
883	0.2930743222
884	0.2930402228
885	0.2929803265
886	0.2929049804
887	0.2928358371
888	0.2927892838
889	0.292688531
890	0.2926262441
891	0.2924917017
892	0.2923507805
893	0.2922151984
894	0.2921263921
895	0.2920974292
896	0.2920334628
897	0.2919621839
898	0.291886599
899	0.2918183209
900	0.2917140626
901	0.2916397297
902	0.2915585512
903	0.2914478902
904	0.2913856304
905	0.2912999067
906	0.291256403
907	0.2911823571
908	0.2911036529
909	0.2910307106
910	0.2909607641
911	0.2908830944
912	0.2908189014
913	0.2907424709
914	0.2905976829
915	0.290540382
916	0.290456734
917	0.2903744718
918	0.2903053967
919	0.2901806839
920	0.2901434333
921	0.2900261732
922	0.2899435301
923	0.2899094222
924	0.2898483037
925	0.2897793529
926	0.2897292688
927	0.289652759
928	0.2894655879
929	0.289388072
930	0.2893487974
931	0.2893095099
932	0.2892514634
933	0.289182872
934	0.2891168843
935	0.2890538159
936	0.2890276067
937	0.2889715341
938	0.2888993818
939	0.2888349243
940	0.2887936156
941	0.2887120181
942	0.2886043197
943	0.2885081432
944	0.2884086477
945	0.2883467573
946	0.2881757141
947	0.2881458497
948	0.2880668853
949	0.2879849343
950	0.287872636
951	0.2877978206
952	0.2877379799
953	0.287630325
954	0.2875532297
955	0.2874533856
956	0.2873654186
957	0.2873009208
958	0.2872805393
959	0.287164874
960	0.2871021375
961	0.2870118462
962	0.2869181623
963	0.2868002909
964	0.2867127554
965	0.2866535634
966	0.2865819538
967	0.286494347
968	0.2864617147
969	0.286396867
970	0.2863681122
971	0.2863005012
972	0.2862634457
973	0.2862045973
974	0.2861500382
975	0.2860119428
976	0.2859114277
977	0.2858588298
978	0.2857912775
979	0.2857303135
980	0.2856803367
981	0.2856225008
982	0.2854988014
983	0.2854373826
984	0.2853767002
985	0.285336711
986	0.2852192733
987	0.2851602499
988	0.2851140147
989	0.285001838
990	0.2849391462
991	0.2848894092
992	0.2848289089
993	0.2847937766
994	0.2846812039
995	0.2846479807
996	0.2846043526
997	0.2845346169
998	0.2844978146
999	0.2844304554
	0.2868950882
